13.21019,23.71683
5.15637,18.82964,14.95143,20.16406,17.68761,28.40987,15.6447,16.71879,21.41447,20.30087
23.12501,29.68941,8.71704,17.37151,5.75076,34.5647,20.50791,12.75332,33.03698,6.66715
1.69943,3.48046,2.23422,3.79392,2.81635,1.38097,1.13697,3.01212,1.74585,3.97881
